message,label
"Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
",malicious
"Your bill at 3 is £33.65 so thats not bad!
",benign
"Shall i come to get pickle
",benign
"I'm leaving my house now.
",benign
"Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
",benign
"Just finished. Missing you plenty
",benign
"Long after I quit. I get on only like 5 minutes a day as it is.
",benign
"One small prestige problem now.
",benign
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
",malicious
"Its good to hear from you
",benign
"What happen dear tell me
",benign
"Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
",benign
";-) ok. I feel like john lennon.
",benign
"No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
",benign
"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
",benign
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.
",benign
"R u saying i should re order the slippers cos i had to pay for returning it.
",benign
"I went to ur hon lab but no one is there.
",benign
"I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
",benign
"(You didn't hear it from me)
",benign
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
",benign
"says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
",benign
"Dhoni have luck to win some big title.so we will win:)
",benign
"Yeah, we got one lined up for us
",benign
"Oops, I'll let you know when my roommate's done
",benign
", ow u dey.i paid 60,400thousad.i told  u would call . 
",benign
"Yes... I trust u to buy new stuff ASAP so I can try it out
",benign
"Shall i get my pouch?
",benign
"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
",benign
"Was doing my test earlier. I appreciate you. Will call you tomorrow.
",benign
"How much is torch in 9ja.
",benign
"Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
",benign
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester
",benign
"I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
",benign
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",benign
"I've reached home n i bathe liao... U can call me now...
",benign
"Hai priya are you right. What doctor said pa. Where are you.
",benign
"Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
",benign
"If you don't respond imma assume you're still asleep and imma start calling n shit
",benign
"Ok but tell me half an hr b4 u come i need 2 prepare.
",benign
"Dear reached railway. What happen to you
",benign
"have got * few things to do. may be in * pub later.
",benign
"Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
",benign
"I want to lick your pussy now...
",benign
"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+
",malicious
"I ask if u meeting da ge tmr nite...
",benign
"I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
",benign
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",benign
"Sir, waiting for your letter.
",benign
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.
",benign
"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
",malicious
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
",benign
"Watching tv now. I got new job :)
",benign
"Its a part of checking IQ
",benign
"Hey... are you going to quit soon? Xuhui and i working till end of the month 
",benign
"All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
",benign
"Prakesh is there know.
",benign
"No pic. Please re-send.
",benign
"Here got lots of hair dresser fr china.
",benign
"Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
",benign
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho
",benign
"Nothing, i got msg frm tht unknown no..
",benign
"Havent shopping now lor i juz arrive only
",benign
"Just seeing your missed call my dear brother. Do have a gr8 day.
",benign
"S...i will take mokka players only:)
",benign
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer
",malicious
"Lol boo I was hoping for a laugh
",benign
"get ready to moan and scream :)
",benign
"What happened in interview?
",benign
"Its going good...no problem..but still need little experience to understand american customer voice...
",benign
"Its ok., i just askd did u knw tht no?
",benign
"Ü all write or wat..
",benign
"Filthy stories and GIRLS waiting for your
",malicious
"Also track down any lighters you can find
",benign
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...
",benign
"Aight, let me know when you're gonna be around usf
",benign
"Yup no more already... Thanx 4 printing n handing it up.
",benign
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
",benign
"Yo my trip got postponed, you still stocked up?
",benign
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour
",benign
"Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
",benign
"Cuz ibored. And don wanna study
",benign
"S da..al r above  &lt;#&gt;
",benign
"Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
",benign
"Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
",benign
"True dear..i sat to pray evening and felt so.so i sms'd you in some time...
",benign
"O. Guess they both got screwd
",benign
"Chk in ur belovd ms dict
",benign
"Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
",benign
"I asked you to call him now ok
",benign
"Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
",benign
"Just normal only here :)
",benign
"Shopping? Eh ger i toking abt syd leh...Haha
",benign
"No way I'm going back there!
",benign
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! 
",benign
"Dude im no longer a pisces. Im an aquarius now.
",benign
"You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
",benign
"Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
",benign
"Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
",benign
"When can ü come out?
",benign
"Text her. If she doesnt reply let me know so i can have her log in
",benign
"Yup
",benign
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
",benign
"Watching tv lor. Nice one then i like lor.
",benign
"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
",benign
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.
",benign
"Is that on the telly? No its Brdget Jones!
",benign
"I can make lasagna for you... vodka...
",benign
"Why didn't u call on your lunch?
",benign
"Much better now thanks lol
",benign
"That's a shame! Maybe cld meet for few hrs tomo?
",benign
"""I;m reaching in another 2 stops.""
",benign
"Does she usually take fifteen fucking minutes to respond to a yes or no question
",benign
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply
",malicious
"New car and house for my parents.:)i have only new job in hand:)
",benign
"Aight, we'll head out in a few
",benign
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)
",benign
"When you guys planning on coming over?
",benign
"Orh i tot u say she now still dun believe.
",benign
"Cool. So how come you havent been wined and dined before?
",benign
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
",benign
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8
",benign
"WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
",malicious
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.
",benign
"Oh k:)after that placement there ah?
",benign
"Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
",benign
"R ü comin back for dinner?
",benign
"I know complain num only..bettr directly go to bsnl offc nd apply for it..
",benign
"Hey... What time is your driving on fri? We go for evaluation on fri?
",benign
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe
",benign
"You aren't coming home between class, right? I need to work out and shower!
",benign
"Thts wat Wright Brother did to fly..
",benign
"I'm back &amp; we're packing the car now, I'll let you know if there's room
",benign
"Excellent! Wish we were together right now!
",benign
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up
",benign
"Lol that's different. I don't go trying to find every real life photo you ever took.
",benign
"When're you guys getting back? G said you were thinking about not staying for mcr
",benign
"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
",benign
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
",benign
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?
",benign
"Do ü noe if ben is going?
",benign
"My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
",benign
"important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
",malicious
"Have you seen who's back at Holby?!
",benign
"K will do, addie &amp; I are doing some art so I'll be here when you get home
",benign
"I dunno they close oredi not... Ü v ma fan...
",benign
"Ü give me some time to walk there.
",benign
"4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
",malicious
"I am not at all happy with what you saying or doing
",benign
"Pls confirm the time to collect the cheque.
",benign
"Ugh. Gotta drive back to sd from la. My butt is sore.
",benign
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
",benign
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
",malicious
"S:-)kallis wont play in first two odi:-)
",benign
"Uhhhhrmm isnt having tb test bad when youre sick
",benign
"XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
",malicious
"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
",malicious
"Your right! I'll make the appointment right now.
",benign
"SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
",malicious
"Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
",benign
"These won't do. Have to move on to morphine
",benign
"Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
",malicious
"How? Izzit still raining?
",benign
"What time. I‘m out until prob 3 or so
",benign
"Do you hide anythiing or keeping distance from me
",benign
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho
",benign
"Lol yeah at this point I guess not
",benign
"How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
",benign
"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
",malicious
"Hi dude hw r u da realy mising u today
",benign
"Will you be here for food
",benign
"Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
",benign
"You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
",malicious
"Just now saw your message.it k da:)
",benign
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
",malicious
"This is my number by vivek..
",benign
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.
",benign
"K da:)how many page you want?
",benign
"Then mum's repent how?
",benign
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",benign
"Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
",benign
"And by when you're done I mean now
",benign
"Is that what time you want me to come?
",benign
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).
",benign
"Shb b ok lor... Thanx...
",benign
"Sorry, was in the bathroom, sup
",benign
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994
",malicious
"Prepare to be pleasured :)
",benign
"Where are you lover ? I need you ...
",benign
"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
",malicious
"Small problem in auction:)punj now asking tiwary
",benign
"Prabha..i'm soryda..realy..frm heart i'm sory
",benign
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore
",benign
"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..
",benign
"Watching telugu movie..wat abt u?
",benign
"hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
",benign
"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
",benign
"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
",benign
"Ok lor thanx... Ü in school?
",benign
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
",malicious
"Thought we could go out for dinner. I'll treat you! Seem ok?
",benign
"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
",malicious
"Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
",malicious
"Haha... can... But i'm having dinner with my cousin...
",benign
"Sorry, I'll call later
",benign
"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
",malicious
"Ok then i will come to ur home after half an hour
",benign
"Just getting back home
",benign
"K give me a sec, breaking a  &lt;#&gt;  at cstore
",benign
"Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
",benign
"It should take about  &lt;#&gt;  min
",benign
"Kay... Since we are out already 
",benign
"TaKe CaRE n gET WeLL sOOn
",benign
"Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
",malicious
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk
",malicious
"In e msg jus now. U said thanks for gift.
",benign
"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
",malicious
"How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
",benign
"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
",malicious
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
",malicious
"Anything lor. Juz both of us lor.
",benign
"Okie
",benign
"Jus ans me lar. U'll noe later.
",benign
"Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
",benign
"I wont get concentration dear you know you are my mind and everything :-)
",benign
"I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
",benign
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
",malicious
"Thanks for understanding. I've been trying to tell sura that.
",benign
"Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
",benign
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?
",benign
"Yeah get the unlimited
",benign
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...
",benign
"I don know account details..i will ask my mom and send you.my mom is out of reach now.
",benign
"I want snow. It's just freezing and windy.
",benign
"Thank you. And by the way, I just lost.
",benign
"Dai what this da.. Can i send my resume to this id.
",benign
"K, if u bored up just come to my home..
",benign
"Mm have some kanji dont eat anything heavy ok
",benign
"Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
",benign
"Id onluy matters when getting on from offcampus
",benign
"08714712388 between 10am-7pm Cost 10p
",malicious
"So i could kiss and feel you next to me...
",benign
"Eatin my lunch...
",benign
"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
",malicious
"Senthil group company Apnt 5pm.
",benign
"I can't, I don't have her number!
",benign
"Ya that one is slow as poo
",benign
"How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
",benign
"Oh ho. Is this the first time u use these type of words
",benign
"Yes just finished watching days of our lives. I love it.
",benign
"Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
",benign
"Just finished eating. Got u a plate. NOT leftovers this time.
",benign
"My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
",benign
"Ok lor ü reaching then message me.
",benign
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea
",benign
"Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
",malicious
"O. Well uv causes mutations. Sunscreen is like essential thesedays
",benign
"How do you guys go to see movies on your side.
",benign
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; 
",benign
"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx
",benign
"I dont thnk its a wrong calling between us
",benign
"Are you coming to day for class.
",benign
"Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
",benign
"whatever, im pretty pissed off.
",benign
"Hey what how about your project. Started aha da.
",benign
"I think i've fixed it can you send a test message?
",benign
"Captain vijaykanth is doing comedy in captain tv..he is drunken :)
",benign
"Why is that, princess? I bet the brothas are all chasing you!
",benign
"She ran off with a younger man. we will make pretty babies together :)
",benign
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.
",benign
"Yes i thought so. Thanks.
",benign
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
",malicious
"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
",benign
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt
",benign
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!
",malicious
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.
",benign
"A bloo bloo bloo I'll miss the first bowl
",benign
"Y bishan lei... I tot ü say lavender? 
",benign
"Oops i thk i dun haf enuff... I go check then tell ü..
",benign
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...
",benign
"You still at the game?
",benign
"Yeah, we can probably swing by once my roommate finishes up with his girl
",benign
"I thought slide is enough.
",benign
"UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
",malicious
"Ok thanx... Take care then...
",benign
"I'm a guy, browsin is compulsory
",benign
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management
",benign
"I am in your office na.
",benign
"You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
",benign
"How much for an eighth?
",benign
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.
",benign
"You're right I have now that I think about it
",benign
"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
",benign
"I think its far more than that but find out. Check google maps for a place from your dorm.
",benign
"Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 
",benign
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U
",benign
"Tension ah?what machi?any problem?
",benign
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8
",malicious
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?
",benign
"The battery is for mr adewale my uncle. Aka Egbon
",benign
"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
",malicious
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!
",benign
"Hello which the site to download songs its urgent pls
",benign
"Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
",benign
"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
",malicious
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.
",benign
"LMAO where's your fish memory when I need it?
",benign
"K k pa Had your lunch aha.
",benign
"I'm at home. Please call
",benign
"Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
",benign
"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
",benign
"Sir, i am waiting for your call.
",benign
"Unlimited texts. Limited minutes.
",benign
"Check wid corect speling i.e. Sarcasm
",benign
"Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
",benign
"Same. Wana plan a trip sometme then
",benign
"If he started searching he will get job in few days.he have great potential and talent.
",benign
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
",malicious
"But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
",benign
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...
",benign
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk
",malicious
"Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
",malicious
"Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
",benign
"Looks like you found something to do other than smoke, great job!
",benign
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk
",malicious
"I see the letter B on my car
",benign
"Kent vale lor... Ü wait 4 me there ar?
",benign
"CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
",malicious
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.
",benign
"Be sure to check your yahoo email. We sent photos yesterday
",benign
"Oh ic. I thought you meant mary jane.
",benign
"Sorry, I'll call later  &lt;#&gt; mins
",benign
"THANX 4 PUTTIN DA FONE DOWN ON ME!!
",benign
"U sick still can go shopping?
",benign
"Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
",benign
"CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
",malicious
"Just arrived, see you in a couple days &lt;3
",benign
"Better than bb. If he wont use it, his wife will or them doctor
",benign
"sry can't talk on phone, with parents
",benign
"This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
",benign
"Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
",benign
"Ok lor. I'm in town now lei.
",benign
"No da. . Vijay going to talk in jaya tv
",benign
"Yep, at derek's house now, see you Sunday &lt;3
",benign
"Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
",malicious
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth
",benign
"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
",malicious
"I guess it is useless calling u 4 something important.
",benign
"Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
",benign
"How was txting and driving
",benign
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
",benign
"How come guoyang go n tell her? Then u told her?
",benign
